,rootnote,rootoctave,order,number,bpm,total_offset,initial_offset,red,green,blue,instrument,amp,cutoff,pan,attack,release,mod_range,mod_phase,mix_reverb,mix_echo
0,0.9166779762522712,0.1487107597585764,0.28517224679039355,0.8422970036281301,0.15162616476239776,0.015368309359697015,0.9173844526871062,0.5401594523360318,0.3522927057178901,0.981635800690158,0.2747235666972841,0.7350775324612082,0.012576178740952515,0.6816384576801661,0.02282138650466825,0.0570747476925557,0.5043319853504595,0.2858285474140131,0.896731830165386,0.9555212289223112
1,0.6569591635173516,0.9017699136131552,0.3035306600574648,0.2776915204753093,0.9762863452030179,0.001789008283401559,0.08470357181862886,0.1003749517359549,0.8292238596829481,0.02102082159072316,0.09919677094853864,0.3299876266776508,0.008147852410040124,0.5850952959845791,0.21455218709319868,0.03727802125009783,0.5909338158632411,0.06483283644949768,0.08713419360322272,0.06610313115867389
2,0.40737119329395255,0.8868295331733619,0.3035306600574648,0.8670236716598184,0.9271773907516978,0.007485972335471991,0.8053356717582857,0.5402975643941454,0.8292238596829481,0.5611459273527716,0.9148539900784862,0.6272863628926301,0.8211777030103641,0.4811564666407446,0.00760569671698441,0.08824523089449188,0.7901468558991013,0.0042718872077226605,0.03598900851599973,0.06610313115867389
3,0.14476913153533327,0.5398389484186509,0.2329947407702624,0.33097312344144303,0.9155434214147169,0.6332918711691221,0.5914905305421606,0.19607147099541766,0.17334705287841612,0.8917730503924831,0.9354352600178683,0.9768720314514222,0.5920061785622589,0.22588597821322345,0.12345737432488463,0.8433621444480668,0.9111107258868149,0.2856348077017726,0.7412681243529461,0.0022679338956271278
4,0.1671023027030879,0.9017699136131552,0.2506121315920115,0.5940592740271736,0.9479192090532312,0.005133588793046482,0.8241623222583436,0.17007624976541436,0.027771691709871274,0.02102082159072316,0.3057451731239358,0.9549883702386496,0.008147852410040124,0.07293535713274413,0.03583176687460932,0.04655780508624807,0.4899854740946316,0.10726175422721618,0.10554328615066456,0.0059451294147720435
5,0.9616121311558516,0.9492488327754166,0.29350089057676443,0.4315034683016357,0.03407566417472873,0.2803685013605263,0.3068324580929848,0.2693274548444453,0.5899387255517763,0.14016752383384126,0.656582526747418,0.9586497322820762,0.3314065231837962,0.2979145543272242,0.7993622963608378,0.8301485279023124,0.4019252868928768,0.2572690399351446,0.6004734604384837,0.13411729205073275
6,0.3918724183513268,0.14076104915376808,0.2329947407702624,0.3480535915579682,0.28906950224784955,0.624757205585057,0.246669207897816,0.14325183825462814,0.4539031622470092,0.9987575573826728,0.0038628974451621924,0.37534689037318014,0.8460795493339806,0.8672128832597212,0.5019895332504608,0.6114023595824151,0.6265180280260679,0.7373097007624391,0.975695823003588,0.7636983597714906
7,0.5227255716754711,0.7194529299233349,0.28517224679039355,0.3674493610087603,0.2751221224463121,0.22201107191493186,0.8466942537946474,0.7364350321977263,0.5714044903384791,0.0017294453336772495,0.1571489645007546,0.7078857228692383,0.18218611728337566,0.9025980023023262,0.0027002128234314693,0.9922743081318952,0.05478737043063064,0.7995828858913793,0.7748052380871221,0.012179516911089094
8,0.6569591635173516,0.9434695389803264,0.3035306600574648,0.2776915204753093,0.9816732955874335,0.02154163578791657,0.19450873346919584,0.2923092782170709,0.8292238596829481,0.10772944748463276,0.04910736717067578,0.6272863628926301,0.3974143105613264,0.9085550892594167,0.01208783808825453,0.0069663591490425406,0.5047182157372605,0.005703907819437429,0.08713419360322272,0.06610313115867389
9,0.9686855874014096,0.9973576519242324,0.31931746714870224,0.9862548482220272,0.0631763722786755,0.20923617997466729,0.2768751370343665,0.3744698035771655,0.3955379209151325,0.9681109038022088,0.5361843283065881,0.9109060532668766,0.8151893595717714,0.03023729108681405,0.2339539662076743,0.6626251958929845,0.4058825366926274,0.1980687471494924,0.975589209698478,0.5625571604045545
10,0.9140866743186906,0.9664982680834404,0.3018782548070097,0.9396061588228104,0.0631763722786755,0.7917951742435526,0.9733222810965416,0.03181426991646838,0.9961272319768768,0.005935189729420421,0.11626658164089462,0.05694623028127399,0.02287103779489164,0.5185192422762591,0.14053947637268605,0.7748951638956245,0.4372949229837396,0.2844297191757921,0.8469854306419933,0.0014283828529621442
11,0.8783071409874401,0.019170484272657884,0.2329947407702624,0.3480535915579682,0.4794105944757173,0.4845061304136823,0.1767003391172719,0.2081979304852812,0.4539031622470092,0.9991623106442712,0.2089570862018616,0.4458682195979252,0.5105153004771995,0.9252795681905602,0.9444363363412152,0.6843762120939513,0.6265180280260679,0.7373097007624391,0.8134291345990754,0.3715352443524916
12,0.7900825932935162,0.2610874346092209,0.2329947407702624,0.5389281740366031,0.4794105944757173,0.5099299259424803,0.1767003391172719,0.19607147099541766,0.2537201658856031,0.5316669527585077,0.8289676400733056,0.917506534344994,0.9653084201828156,0.22588597821322345,0.18260393427220328,0.5454224894991274,0.8511559654838897,0.7373097007624391,0.5294182707248534,0.02071904652624129
13,0.6511191839605905,0.8571374038410102,0.28517224679039355,0.9066695505084554,0.0090920515621421,0.0469144605012638,0.010447818826325173,0.6141251363946619,0.99812953814547,0.9846052857020564,0.4738672845080851,0.4677369783560426,0.1764482439054612,0.4415326786232441,0.051033653449766285,0.013287289502862162,0.9626192331777365,0.02206975329344618,0.8938708531378431,0.9555212289223112
14,0.05149834601186532,0.1890198664198468,0.2536992587300361,0.929283691689164,0.9664414893734732,0.04980265533367878,0.6188663047413183,0.1756736323493573,0.07078849755971807,0.24307013751880524,0.8466151006470317,0.7174117837715371,0.04310813407387182,0.7442575689179439,0.011533923994111572,0.015785264293965873,0.8621352909514868,0.2999966247342142,0.8002458023077594,0.014675199312031928
15,0.1930021379232041,0.3419138969679122,0.28517224679039355,0.2472981946246724,0.06727547508557707,0.0016222644992356372,0.00898081750787161,0.7407150694272574,0.13460596501167948,0.9980874703903516,0.03586090325133528,0.07000494722300915,0.8124105915611676,0.25410048094809085,0.2987556133158933,0.0016183728355567573,0.9956426126517752,0.01951646467133028,0.9672529095550708,0.4183917980186814
16,0.20178187256899216,0.17077501828691033,0.28517224679039355,0.8422970036281301,0.19717016412222188,0.02943577199849778,0.018643259046421945,0.29853856175528554,0.9917766590945156,0.969464434684611,0.297066265072484,0.3468712135899692,0.2763644320404065,0.06505189954384781,0.08542779097793396,0.11089572034358007,0.9028429446127608,0.25078241754546715,0.8938708531378431,0.9555212289223112
17,0.44625786816903656,0.5484683959723069,0.22408410831109,0.2899677372445746,0.31002181407191715,0.03194224934593226,0.9864715165200728,0.30466140878448955,0.9671166481944954,0.4943832942195663,0.3965120323041305,0.045002181786718214,0.3530298127923649,0.007682005589547111,0.2974278158563577,0.06525435838765314,0.9477576887892286,0.7029163077673656,0.8050051378837544,0.2828621598448513
18,0.44625786816903656,0.6889912118449133,0.22408410831109,0.47806776199363465,0.0871954685017598,0.20641695115797487,0.8609768840221024,0.28178712072890155,0.9671166481944954,0.4812127607484533,0.3965120323041305,0.04336689792286296,0.231368966898842,0.007682005589547111,0.19027436907310857,0.06525435838765314,0.3911549474839485,0.9043773419588759,0.62970631836687,0.259037732289243
19,0.9686855874014096,0.9930270488382666,0.3018782548070097,0.9706623294740594,0.0631763722786755,0.30417822632848024,0.3140164772655828,0.03181426991646838,0.6558622129334549,0.34942573955979284,0.11626658164089462,0.8914961779451588,0.003444422992123445,0.03736691403246728,0.365847414611577,0.7897789177286224,0.2283472244012753,0.7383129213647585,0.9256377975348992,0.0014283828529621442
