,rootnote,rootoctave,order,number,bpm,total_offset,initial_offset,red,green,blue,instrument,amp,cutoff,pan,attack,release,mod_range,mod_phase,mix_reverb,mix_echo
0,0.693450819530957,0.7355284542853046,0.25663591216044696,0.6432724792792552,0.5921277351052547,0.6393401469163279,0.061740983000803475,0.2591859209026762,0.48093010862265295,0.9614676062993184,0.0073687462619510535,0.4984587948928358,0.7820012846730853,0.31553480584732363,0.0766883543487421,0.5403585256346762,0.4180934330500536,0.7548472078331079,0.6331645685803905,0.8805664542086573
1,0.30907381476164875,0.8163330955986255,0.297704973316154,0.5624676449561128,0.8407859024212512,0.5726140901198037,0.46728201347065246,0.0024297877089878295,0.9093226057550222,0.3413730362954935,0.3019694004934065,0.9572063302009116,0.035134351229938465,0.9896255069396143,0.7076555816565328,0.8684322629764464,0.36579895275742114,0.07836180192262976,0.5613718319740743,0.7705943493223504
2,0.2433273574983799,0.08436129282036514,0.2479808834506409,0.9417630648509816,0.5427097004768631,0.6380339131712893,0.05934749150051944,0.6700444982929029,0.9694546423756571,0.9335828208222356,0.00029864105383969886,0.9737751146368424,0.5838775977727144,0.4274924409233251,0.9968102512493356,0.00406569266766596,0.3704951628645321,0.04811928579977856,0.4495484988013164,0.4818532387288599
3,0.693450819530957,0.16326942876119965,0.3318713555464949,0.9366683053054162,0.5112772080700427,0.7657425924562543,0.05254043554449165,0.08809890439420176,0.5969667457816923,0.9614676062993184,0.0073687462619510535,0.17565344236206998,0.7820012846730853,0.6944188385240595,0.04113130841705692,0.33348368417320595,0.41189735405339417,0.3886367901055532,0.8004775911937019,0.8805664542086573
4,0.03260455164048362,0.8134440384724282,0.2782039134387109,0.7567870340648831,0.7615171261000253,0.8071095208134875,0.2432707374773845,0.00238608393842929,0.05090241991620675,0.9992821447064016,0.4299325635754201,0.4620689377532803,0.2254181907220935,0.5942657723522805,0.00415364394728257,0.8294599532476951,0.9734960888291831,0.05341769750187253,0.4357149271233126,0.992460027778018
5,0.7310525236278456,0.38056245576346215,0.2443409650747383,0.11189992253880987,0.7941728018053889,0.8232497949733547,0.4266562575836444,0.6643643623575584,0.0976967194376452,0.4850662906561255,0.13103497577018308,0.2732873916093011,0.8590139698749022,0.569510078121249,0.02160043720149141,0.2311595648606401,0.7017046057854014,0.2622739408866914,0.8843259484328496,0.8674538327039835
6,0.817483226126348,0.998750131287395,0.30960275820897903,0.6749563548335193,0.03998641170883023,0.9665263911477961,0.9596733650852016,0.692114496759778,0.022065272478310638,0.5881470173582928,0.4201809248588072,0.8581398105880207,0.812664116198198,0.1844606506111448,0.17940497324416105,0.3708575786292824,0.19238667163955625,0.6306984107315183,0.3506715992715487,0.03217387850333642
7,0.2547007340633913,0.6698526523315759,0.2957970326557737,0.115354221573321,0.3081849233916006,0.7834308462459361,0.17106386127643006,0.9745714857246977,0.5490341128220855,0.2404047809729645,0.3923604684194377,0.04322667881252318,0.1370801294907803,0.7252104048899951,0.05702402182999844,0.006827273485061625,0.3931359794465607,0.3775230794520013,0.389271364068738,0.06513327114122369
8,0.8325225917086483,0.8807008729707688,0.297704973316154,0.8010981630261161,0.10352609452893402,0.6461647520876322,0.3212193055286757,0.761405465216485,0.8977871311415858,0.0012867443680399156,0.35443012609497093,0.9992471418382988,0.013422806947337995,0.0157027122698421,0.41849205538446566,0.1587041455517082,0.5875412259134263,0.7585828711220558,0.9956843496451967,0.28706224315108797
9,0.9661813635754714,0.2963076807048849,0.3333136316694485,0.6673844735141393,0.3769139967203393,0.8965775777046772,0.002866359616608111,0.2402204587907089,0.8199081328423696,0.9447216120152852,0.2018978832880033,0.5879865753113932,0.7385165290731527,0.4597556155340313,0.18389492836176125,0.03155881442617958,0.06426043811873655,0.0030181559063755512,0.3199498060282659,0.8195721674659613
10,0.8872359342850429,0.7355284542853046,0.25663591216044696,0.6432724792792552,0.14351825856213846,0.1156762280563729,0.10070074223850314,0.4503025631975781,0.6627535305268252,0.9919108120316892,0.15484123644308212,0.4984587948928358,0.9812969597277688,0.6685253394414272,0.0766883543487421,0.019492582994137142,0.3075860318465217,0.01479299361863351,0.5869045639099035,0.5655271423731595
11,0.3578058705093802,0.10587946190137017,0.26681662092252323,0.06901600673211494,0.8979876506026528,0.6230961527601088,0.4581093098467785,0.8318901209086631,0.8977871311415858,0.008523298165807358,0.07447380023468743,0.9691408226224224,0.5222230407628462,0.7449401223449609,0.403899451639914,0.6220381614971786,0.8457004578176213,0.7481268091722253,0.9788629473350924,0.2093600392889532
12,0.7136049608781858,0.5979104127733579,0.25315684045658066,0.9946870454623616,0.6112746662586808,0.1504934551250502,0.027618073831786008,0.6183388677196535,0.03953499028538349,0.09090762625480432,0.6641003124792179,0.7497036787356036,0.1434259552138003,0.7906577970427131,0.17940497324416105,0.3769831172789261,0.5258471552620896,0.8532110087766529,0.7134780320320266,0.27245727141118825
