,rootnote,rootoctave,order,number,bpm,total_offset,initial_offset,red,green,blue,instrument,amp,cutoff,pan,attack,release,mod_range,mod_phase,mix_reverb,mix_echo
0,0.6527234940633099,0.7367053023775455,0.1656087748725874,0.8920581759587342,0.9489337311181748,0.3141458418684099,0.994883715097139,0.6755282500112959,0.6020174445901273,0.9199212345723716,0.10488117025719128,0.4259903269084289,0.06659781011256194,0.7268725954116,0.4301322024493279,0.8892804448154029,0.6094515795067093,0.5126136715615867,0.9999254372729148,0.2118192339718348
1,0.6527234940633099,0.7367053023775455,0.1656087748725874,0.8920581759587342,0.9489337311181748,0.3141458418684099,0.994883715097139,0.8959393890653433,0.6020174445901273,0.9199212345723716,0.10488117025719128,0.4259903269084289,0.06659781011256194,0.7268725954116,0.4301322024493279,0.8892804448154029,0.6094515795067093,0.5126136715615867,0.9999254372729148,0.2118192339718348
2,0.7202117568966646,0.6781755051344573,0.12716510345688814,0.03531585820014849,0.872417018384431,0.17524054387847243,0.6064549273003518,0.30254544601714617,0.5990932136946034,0.9424738609072932,0.14837112016609516,0.13485113320988085,0.026679599213790484,0.0045134236959269705,0.20533692232092016,0.8532773783038402,0.972623364277149,0.10651300422856068,0.016665836044156057,0.05088212776603817
3,0.6527234940633099,0.6394003571504037,0.1656087748725874,0.8920581759587342,0.8854934455102201,0.3141458418684099,0.9395432303987769,0.6755282500112959,0.5335898571272334,0.9199212345723716,0.10488117025719128,0.4259903269084289,0.06659781011256194,0.7268725954116,0.6314654696606943,0.981368102166736,0.6094515795067093,0.5126136715615867,0.1096116856542514,0.2118192339718348
4,0.6527234940633099,0.6394003571504037,0.1656087748725874,0.8920581759587342,0.25098020523463793,0.3141458418684099,0.9395432303987769,0.6755282500112959,0.5335898571272334,0.7723408861748966,0.10488117025719128,0.228779631949886,0.06659781011256194,0.7268725954116,0.6314654696606943,0.5684848815062828,0.6094515795067093,0.5523632126127845,0.1096116856542514,0.2118192339718348
5,0.7202117568966646,0.5725119645317948,0.2392797128784533,0.03531585820014849,0.8854934455102201,0.08330769666510851,0.6064549273003518,0.8143734485342969,0.5990932136946034,0.9424738609072932,0.17935199457917056,0.13485113320988085,0.026679599213790484,0.0005723144583877618,0.5536864745800343,0.8532773783038402,0.9638822202941999,0.2957562161220647,0.016665836044156057,0.05088212776603817
6,0.7202117568966646,0.5725119645317948,0.2392797128784533,0.03531585820014849,0.8854934455102201,0.08330769666510851,0.6064549273003518,0.4872244928869317,0.5990932136946034,0.9424738609072932,0.14837112016609516,0.13485113320988085,0.026679599213790484,0.0045134236959269705,0.5536864745800343,0.8532773783038402,0.9638822202941999,0.2957562161220647,0.016665836044156057,0.05088212776603817
7,0.7202117568966646,0.5725119645317948,0.2392797128784533,0.07310871925715512,0.6206315683646789,0.08330769666510851,0.6064549273003518,0.4872244928869317,0.10267553999828992,0.9424738609072932,0.064988695333485,0.2922551025587845,0.026679599213790484,0.0059307148498566045,0.7713967123990801,0.9533708058956679,0.9867630136723924,0.2957562161220647,0.016665836044156057,0.0932968666824967
8,0.7202117568966646,0.5725119645317948,0.2392797128784533,0.4830225903989229,0.8854934455102201,0.3998340074490224,0.6064549273003518,0.4872244928869317,0.10267553999828992,0.6488999376065941,0.003830802648671694,0.13485113320988085,0.018260948586133474,0.004868969361972424,0.5536864745800343,0.9533708058956679,0.9298561811630744,0.0463037893733006,0.016665836044156057,0.05088212776603817
9,0.7202117568966646,0.5725119645317948,0.2392797128784533,0.03531585820014849,0.8854934455102201,0.04050068851568478,0.6064549273003518,0.4872244928869317,0.5990932136946034,0.9424738609072932,0.14837112016609516,0.13485113320988085,0.026679599213790484,0.0045134236959269705,0.20533692232092016,0.8532773783038402,0.9638822202941999,0.10651300422856068,0.016665836044156057,0.05088212776603817
