,rootnote,rootoctave,order,number,bpm,total_offset,initial_offset,red,green,blue,instrument,amp,cutoff,pan,attack,release,mod_range,mod_phase,mix_reverb,mix_echo
0,0.04189460096984822,0.8032931272210777,0.08410873770265248,0.903102200123352,0.907241872020062,0.555601960678862,0.21963507916239394,0.16835790241856652,0.4694075903447301,0.2107569025112609,0.03830017561144916,0.4048679749151031,0.015084910550154484,0.5153420038132297,0.28714954699658324,0.6295834001373372,0.004196399645172599,0.9478726072010424,0.5903061070374992,0.38891324405858
1,0.04189460096984822,0.2956494349578631,0.5621368642053514,0.903102200123352,0.907241872020062,0.4518365059778436,0.7182455144576759,3.408853634634389e-05,0.4694075903447301,0.07231367050564842,0.03830017561144916,0.6869403582103863,0.02100643562301341,0.5153420038132297,0.7545922282691354,0.6295834001373372,0.01211704547797332,0.9478726072010424,0.5903061070374992,0.38891324405858
2,0.04189460096984822,0.2956494349578631,0.5621368642053514,0.903102200123352,0.907241872020062,0.4518365059778436,0.7182455144576759,3.408853634634389e-05,0.1538861859523012,0.07231367050564842,0.03830017561144916,0.6869403582103863,0.02100643562301341,0.5153420038132297,0.7545922282691354,0.6295834001373372,0.01211704547797332,0.7830886573456042,0.5903061070374992,0.02059322568664496
3,0.04189460096984822,0.2956494349578631,0.2898635826427778,0.9999030275059164,0.907241872020062,0.4518365059778436,0.6923679210038667,3.408853634634389e-05,0.4694075903447301,0.07231367050564842,0.03830017561144916,0.6869403582103863,0.02100643562301341,0.15761028013705702,0.7545922282691354,0.3830106606886701,0.0009627598977063334,0.9478726072010424,0.5903061070374992,0.38891324405858
4,0.44208599823349903,0.14083965106375418,0.335905240435997,0.6410467132284592,0.03892490678770388,0.6700166631835553,0.43557263930971896,0.525843543339211,0.5766248678546628,0.07231367050564842,0.014744712088040738,0.93176131326711,0.002311682941028459,0.5153420038132297,0.7545922282691354,0.6295834001373372,0.01211704547797332,0.9001113119319988,0.33418435532946805,0.3064601362811747
5,0.04189460096984822,0.8032931272210777,0.3312784859917898,0.903102200123352,0.907241872020062,0.555601960678862,0.21963507916239394,3.408853634634389e-05,0.4694075903447301,0.07231367050564842,0.03830017561144916,0.4048679749151031,0.02100643562301341,0.5153420038132297,0.28714954699658324,0.6295834001373372,0.01211704547797332,0.9478726072010424,0.5903061070374992,0.38891324405858
6,0.04189460096984822,0.8032931272210777,0.7837979768497875,0.9678576836386086,0.907241872020062,0.555601960678862,0.21963507916239394,0.16835790241856652,0.4694075903447301,0.2107569025112609,0.2835528000113903,0.4048679749151031,0.015084910550154484,0.2794855267504255,0.28714954699658324,0.6295834001373372,0.052715920942333135,0.9478726072010424,0.5903061070374992,0.38891324405858
7,0.04189460096984822,0.018039416045528847,0.9782664757866136,0.903102200123352,0.20126120582130214,0.4518365059778436,0.43557263930971896,3.408853634634389e-05,0.4694075903447301,0.07231367050564842,0.014744712088040738,0.4048679749151031,0.02100643562301341,0.5153420038132297,0.7545922282691354,0.6295834001373372,0.01211704547797332,0.9478726072010424,0.5672845334735449,0.4649105753117599
8,0.04189460096984822,0.01649522584900022,0.6568392130298583,0.4908471312635704,0.0957350512537284,0.4518365059778436,0.43557263930971896,3.408853634634389e-05,0.4694075903447301,0.07231367050564842,0.014744712088040738,0.4048679749151031,0.008631096838320196,0.5153420038132297,0.7545922282691354,0.6295834001373372,0.01211704547797332,0.8801295216735232,0.5672845334735449,0.4649105753117599
9,0.04189460096984822,0.018039416045528847,0.8129203721300243,0.903102200123352,0.5377882261484856,0.4518365059778436,0.43557263930971896,3.408853634634389e-05,0.4694075903447301,0.07231367050564842,0.03830017561144916,0.4048679749151031,0.02100643562301341,0.5153420038132297,0.7545922282691354,0.6295834001373372,0.01211704547797332,0.9478726072010424,0.5903061070374992,0.38891324405858
