,amp,attack,blue,bpm,cutoff,green,initial_offset,instrument,mix_echo,mix_reverb,mod_phase,mod_range,number,order,pan,red,release,rootnote,rootoctave,total_offset
0,0.47365017685766897,0.8289897463734806,0.501621908897435,0.0002606997997038962,0.1681358188895899,0.1869809211500991,0.9849828373632279,0.9399582334351182,0.09506643220563998,0.06456671959550819,0.6099554788786761,0.8361408075392207,0.23131605055346227,0.9735995950334954,0.3380480137317283,0.38482008097348336,0.8042778205902658,0.7837679067889926,0.7942009234562692,0.8724009156117316
1,0.16605049793405835,0.09778015753478142,0.4125100133372134,0.9544191974319954,0.5809818872269875,0.07936162292945659,0.7937696065116742,0.058085769662818865,0.5640160518672456,0.013636315603229088,0.9999995822022022,0.7525826349465036,0.995521047376152,0.0017438652273057687,0.9398866662033507,0.4830975661310946,0.5651702420473556,0.5312218448673989,0.2970547355352025,0.7917688466214053
2,0.1517573155227564,0.42803693423675904,0.1018818693037296,0.22040684991205844,0.2740177731598565,0.3546152040587436,0.5479114261335454,0.0818963755813146,0.14667882698533294,0.10451254272533468,0.6285163051582906,0.5671441693263606,0.6336940897553642,0.5446929190344049,0.4655201658358792,0.7261748348590957,0.6648052672822953,0.34212657059262963,0.9249971248353795,0.5113709242944827
3,0.1647629761442888,0.6561158225134351,0.3609201704009093,0.9872005302663293,0.3510068443021591,0.0020136915725859914,0.7746415052232253,0.9941470895511817,0.8038412321322177,0.020233735793595775,0.5092432132628726,0.7634467165574008,0.3021045025048291,0.7775569383644158,0.047591208883475955,0.09419986650041445,0.883363365755784,2.472441447499979e-05,0.8401297096619255,0.7203422340140594
4,0.6685263467052025,0.034701682771813944,0.29822035646746803,0.531722307698781,0.6915831166747609,0.2962583560721765,0.060844105287016004,0.9905597943014208,0.6913572777054412,2.4219418518045543e-05,0.8532879683150827,0.7239997993865616,0.9909449014349743,0.9184514443733419,0.8519924436842766,0.4103141003883263,0.4939516199286993,0.003681872387169549,0.08359224079224142,0.1270115030381227
5,0.00033306964244839143,0.5868833964378382,0.2776079258359273,0.8124675092996376,0.8591737782276897,0.5287150354362683,0.3884108639667497,0.2748023339272068,0.16177046720532196,0.1830168361613385,0.02239811023680621,0.8580739871928248,0.2713233813285215,0.9322154509494576,0.02977334486357436,0.3254321074054957,0.8305898628131853,0.0014866930656526342,0.4982542074009092,0.6405218787308994
6,0.2373821087495636,0.934893619444608,0.577350498457589,0.4643931934196444,0.7942963773507543,0.5565464800893224,0.5957346083347931,0.48222616151562603,0.32167665454000816,0.12973445663167282,0.9464572554644192,0.6132704008168492,0.5134463887674489,0.77997666869647,0.6533647964428072,0.15637292749141107,0.6100611717323298,0.9999602101191208,0.1287088929194918,0.4331289460587329
7,0.5200415018493505,0.0003142100991543363,0.9881570774278294,0.20904144202164365,0.9969669945774059,0.8325078584667247,0.12488556392285333,0.8399419409199391,0.5886698609373029,0.862754048210865,0.9845975632647328,0.1829471316156253,0.02690056084958365,0.5403482779994253,0.8898254307727768,0.2594864073287414,0.8579467680183377,0.4789933530699728,0.9729965878174648,0.5421912636751829
8,0.7231261909602775,0.48652507848532267,0.18844071075306756,0.8180498192797477,0.9853143085031454,0.030951526003037078,0.50689603232068,0.9095618281499301,0.040644887748932435,0.211499945376032,0.8887274921964169,0.5698072020241797,0.9609614473320792,0.4024875723456074,0.8003129020716984,0.8857925634367821,0.9403941764267492,0.2030233958607836,0.06870161252587148,0.9546082373819853
9,0.6651243514591053,0.8690948109549782,0.8235527398624705,0.7906303503422107,0.0018596155378773282,0.8136584645706033,0.4934078989442022,0.3955331547352505,0.4086113591370957,0.9225717243744996,0.9531987593729284,0.24508936628290776,0.06941057061794836,0.9894781109383921,0.16821797737886468,0.0035535266318654783,0.9773236702889948,0.5828092913546704,0.594328335491277,0.8351913630913781
10,0.34122788911953883,0.942007588105602,0.2008253314647068,0.04673040954159247,0.9832834851321408,0.27930815400976705,0.4146647516838218,0.10556103970723284,0.919386957621236,0.490443448095641,0.8795962029967955,0.17121711601759815,0.3890123864060825,0.10947941995587963,0.34080091122901435,0.6387230662322831,0.4626357443007734,0.5560059189969164,0.8697865664710155,0.2414265322349216
11,0.17935523508118795,0.4686481212818541,0.9830794639460728,0.0636340873640649,0.12292639308910085,0.9969493645837472,0.009509417255945065,0.00030855186758430367,0.2957002298568361,0.9983292948908332,0.07135487837998368,0.5969936493913861,0.988774207920703,0.5267048866808747,0.002216711143408323,0.3092539785953273,0.018310833636394963,0.0024118940577891315,0.10032788990397068,0.4650939515652392
12,0.5439977762770409,0.008157604614036806,0.854290829749479,0.8996476786141592,0.9824615284343512,0.6811247105482428,0.04822556709348212,0.8011066734522049,0.0682208156155355,0.0570526161338526,0.3651370483984859,0.5594297253202414,0.9655189247747128,0.8587957338230249,0.9560746084740124,0.10415522463071314,0.06554067309022457,0.7342878121793809,0.6047449805041134,0.2666915721103099
13,0.08998116013725688,0.3391906932606795,0.8382378044358744,0.009926503026782107,0.3799261081454017,0.28563334785340144,0.8835494094933606,0.9594711985040342,0.8507843195433036,0.9786509092467708,0.01410372688145184,0.008222776194676151,0.29804458831667074,0.9108342337139436,0.9764379930807152,0.010442596692630146,0.9392979537092438,0.18483873614793644,0.2192833827472736,0.3713392856128496
14,0.2010055368642446,0.3834446672744097,0.6076804858065893,0.9161727763676634,0.7712849733198999,0.8495937140215842,0.00022451911622854722,0.09524126525416532,0.4738488242157997,0.8223104446817819,0.31018506127439704,0.13911966531275344,0.06879754730904564,0.11436163598325945,0.18163319788826865,0.02047071476857676,0.872409494115275,0.041863161351604006,0.0072005185073149595,0.2608734237391909
15,0.6821423847724157,0.5576034450472266,0.3116817413163514,0.03609065826824365,0.9019453059446644,0.3249999856466333,0.3678316856478869,0.4922968687986393,0.4044176246999959,0.4987288537269179,0.3783746398389751,0.8613534498838431,0.05154875785008345,0.9977916877699554,0.0945362304051698,0.3896635000386405,0.032554082773385236,0.9026142423464912,0.9754708315172024,0.5099359897646211
16,0.9090494641586836,0.1740609804172165,0.0031537416123270656,0.5191062289408938,0.9877945745166272,0.9691388186572162,0.0002451759639596899,0.09468880120025812,0.22365603336717044,0.0200146619053806,0.4759632498987813,0.9949280879390796,0.8572000221102872,0.9685400753916276,0.5225565801386636,0.999932768111874,0.2471090070562723,0.8802417362991938,0.3943788327499804,0.009264039204022974
17,0.21611087248415076,0.3214106184779619,0.5752199603623152,0.8627358958242011,0.03138554945902927,0.9999286528424368,0.18462875184723693,0.7507132207683734,0.06409697329905961,0.8717224442522677,0.2601682113785264,0.00011774245734294529,0.3253210787572683,0.5829738995094086,0.6666595562480893,0.7749654234159246,0.14041808670235909,0.6710368539271194,0.4908176355802029,0.38546233153494414
18,0.016951384915648408,0.8658495448523323,0.015460776745160106,0.6088093000605826,0.17046744495504318,0.3228236439470539,0.019260724902122044,0.959940670981904,0.0089653989157818,0.07481250754332569,0.0912720655059559,0.5225592437765781,0.01391926420770706,0.9724493476515358,0.048963048622631455,0.13525542683553582,0.14673810647088142,0.17444167812761785,0.6815626447890034,0.09963840822475659
19,0.9566685253742508,0.06270655036506761,0.5473066224112264,0.536702961890027,0.376642911432983,0.3967719941855892,0.08448116527933347,0.2188295444023264,0.8690178203253712,0.9767783331507914,0.1707455523671837,0.2553588239332961,0.13881165977012208,0.9827826663046024,0.2398946755502415,0.9950774330742841,0.7057340763262164,0.26862279610692896,0.5516951280371165,0.13612219896737782
