,amp,attack,blue,bpm,cutoff,green,initial_offset,instrument,mix_echo,mix_reverb,mod_phase,mod_range,number,order,pan,red,release,rootnote,rootoctave,total_offset
0,0.04098290664109838,0.0012092805027525966,0.9787825435326434,0.555088618050519,0.9509185954674666,0.2911337552977583,0.050613268049701676,0.009054093189735601,0.46872803004807806,0.3079012199988753,0.9980243635353949,0.10872547754461637,0.49041934344665006,0.3104745153227382,0.06597723222624363,0.6698278691362626,0.5226566727538766,0.4433708679815368,0.9979541511168442,0.7644563805064247
1,0.9302546959859785,0.7821931146556675,0.0031013016327746667,0.011338189246997255,0.05072169347906941,0.577650673505978,0.6739047231977441,0.9943099071966165,0.3211110875341745,0.80570301859575,0.9289655378987058,0.26666034862543875,0.5727575726630778,0.21518396773737825,0.5279569013614468,0.7058986761186062,0.8182314142154807,0.9052138541907035,0.32625546045237885,0.594898931804269
2,0.5844847758256069,0.029702352947636235,0.5665487453501701,0.07971238622452925,0.4337951019724592,0.3492610118096463,0.7619671709154672,0.9846414556780404,0.046156918940399416,0.9998259399587796,0.012819828118715293,0.9999463244145431,0.8491624335442681,0.4760435568039526,0.5119036382604008,0.4524250161993446,0.605000921116976,0.7455166557091664,0.7183820224706801,0.8619926001577577
3,0.9996335050908067,0.6503923963847332,0.5715598654872981,0.7349398256898513,0.7518621839044781,0.7732755929910003,0.05048551771517695,0.3186469903802488,0.4023208453437668,0.8566231378221536,0.4974795358789381,0.8117827883009461,0.34441520067466724,0.05505925908176601,0.6618330712618781,0.49698361648547673,0.10476233312848526,0.4826855577305401,0.8818769950855031,0.06391074879002312
4,0.04723929226956103,0.9901719148002854,0.986894866315495,0.9581926269052019,0.9907844517280047,0.00895679444201325,0.8885864886661814,0.05323638761219385,0.9469607508193553,0.04783087605947245,0.0657533388073217,0.30296736360151433,0.6743403848609086,0.4358504648923053,0.280792799479878,0.9820113186791751,0.7670500536599907,0.997218669372686,0.6796160323256825,0.654997446990095
5,0.10234311291028364,0.38496579803404773,0.44421906643719344,0.04706242997903065,0.14642642343455736,0.9840456596974919,0.8481307322339339,0.6513650633290271,0.5135556138474439,0.7896455508534723,0.10262735353027408,0.0018184430887890901,0.9685115984152853,0.8736022619405727,0.9996486818137603,0.016332995933443173,0.2973476360509607,0.776496832259231,0.016721056151203118,0.7374809012036841
6,0.982909635823017,0.007410839594177765,0.0884356234319712,0.47669485657624044,0.2889173419253004,0.9886093680712893,0.7031397118166715,0.9864890485959411,0.03623817862201384,0.9921257168136398,0.6584409148660165,0.24721912159088621,0.7973283175103628,0.6143528037362688,0.9268937207012061,0.6533300939636684,0.903659821468176,0.12108115294212918,0.29872442971929236,0.1334187037158855
7,0.929870920441145,0.0026080737568344725,0.04384000482551653,0.9070522789216047,0.27508282057719013,0.7414792090294492,0.9896967761091461,0.37708656878318925,0.622947156951658,0.05777968274888545,0.00034953944783522317,0.9855914742898876,0.7890523792946778,0.011692995107856263,0.9944639269603611,0.8229410469112143,0.14965664399567413,0.5304152479990256,0.6307891908587321,0.04675342766985324
8,0.9267736625398117,0.8364310130541409,0.004925430599671987,0.8542547456358354,0.9992409242051811,0.1310486862426241,0.005248961596335255,0.8732403187128073,0.3883959424987743,0.9541050353035857,0.5868264737233518,0.18008375235745155,0.08680835871119408,0.22599016109966685,0.017091525515931405,0.9823430130188164,0.30040445168783303,0.9003063660333563,0.9987105256704202,0.617506584871306
9,0.08763183326820534,0.5949750120839421,0.337343866023308,0.43804302297963293,0.8005104123861128,0.7149568615419449,0.8014326054369114,0.3409598664052398,0.4841939472675726,0.9999913571563671,0.07242578320713033,0.09816691534614763,0.10082136702914124,0.0725245118460961,0.5799703151316825,0.05992105263908276,0.8708682308541348,0.3424255131700594,0.3438756152398319,0.4679304819965783
