,amp,attack,blue,bpm,cutoff,green,initial_offset,instrument,mix_echo,mix_reverb,mod_phase,mod_range,number,order,pan,red,release,rootnote,rootoctave,total_offset
0,0.14264645282845823,0.14769274843642233,0.780013713379979,0.9222252575670666,0.3627897075078462,0.8740062288906538,0.2494101658521115,0.5558713188175679,0.1541125661180338,0.7449862829021089,0.015497559590731291,0.6601329562656726,0.057154869357823435,0.6606673023451644,0.9537568564159724,0.3796441794645683,0.000512820684825388,0.8878504538607476,0.029247401024010022,0.9276163508896621
1,0.4351904450640657,0.937929365376864,0.8951482458264888,0.04721401073746445,0.9869155109181387,0.43788459064742546,0.796879400121574,0.3447077493274231,0.7646580532815593,0.47024274103391017,0.9470855810995524,0.7142317265369718,0.15196216827890796,0.9999329253152109,0.9182266454145034,0.7327545657126765,0.2000092501804962,0.597766353229682,0.07719825552641724,0.5048274796664899
2,0.2053885369383196,0.8576562738621432,5.415779751216654e-06,0.7466605529872135,0.6864834445167456,0.9180686399746272,0.2576569222862649,0.9634342179437881,0.7642253293821889,0.7483415078232466,0.8457717154269041,0.9899626306741972,0.10530478256113285,0.036954095336503734,0.6053769660989549,0.1195938408847852,0.01816529012887691,0.06236762869648049,0.3568689554330291,0.4172295509690964
3,0.9989066195229279,0.33171669515781466,0.022132717787358924,0.3315063300288166,0.6778057635691698,0.036750744859327944,0.1734287612242168,0.23649332010749624,0.15272521774073256,0.8050492786737105,0.49275948215728493,0.9321587576589643,0.332184072108787,0.5580048512560647,0.7193386823560897,0.8490851238218805,0.19144307140803885,0.5442050171979403,0.979162341317346,0.5538950942000131
4,0.6998435848906986,0.44581424512057055,0.334466523439758,0.24187889412222208,0.4247022292510241,0.8095033655278965,0.4617219684075602,0.9975868965150181,0.7894467135082148,0.015812871328767186,0.0595986027330252,0.9950212146304468,0.49996310180136216,0.6066737952271867,0.028914561739864952,0.8883275073072517,0.9957695592429135,0.6047601416384907,0.10414979905176258,0.8753266124007799
5,0.05887566163009095,0.3136147561342326,0.8627035146424397,0.7387956048363735,0.0244715530397982,0.29184570037887114,0.7497111933987433,0.06672891043018458,0.9935799231326119,0.17732712921382376,0.1335501134332514,0.1035395242890168,0.9934591831858914,0.3337879534742918,0.3965204761340553,0.03380468115673285,0.5808218676005173,0.3604388787159819,0.023626999099835344,0.018119547443586348
6,0.13277933634623518,0.7148579778361477,0.40196075741945914,0.0033230381427008515,0.8800706232152675,0.23092508895433883,0.14612627714009319,0.4402497255009591,0.14972652008674203,0.07585906073824789,0.9431308205628617,0.6191568576720401,0.607804655457198,0.5768830692788594,0.641070924666921,0.11005744310895038,0.43378151765078066,0.9993894025318446,0.9090494698585085,0.7619987375666991
7,0.4782655389425662,0.9904201880925743,0.03948526047685741,0.28034644917528895,0.9899902440282824,0.03971331085605456,0.9370145319921089,0.030001670954073467,0.06427285715181585,0.9152011562875335,0.015838647566896236,0.01761101513739194,0.8836776329696023,0.9664137744959876,0.7497438340134428,0.859900333652217,0.42217967571794424,0.8764089074649741,0.48997923863066517,0.9441171016213529
8,0.9810804341475442,0.3567397952946746,0.4454210981956005,0.11161602587884645,0.9782227981026612,0.8710119200783644,0.6399134265795857,0.4431656147101347,0.6216739037920309,0.32332596214752996,0.5160897119352807,0.8072738294061401,0.483169656349116,0.5679756081989334,0.4118433394248743,0.34968300579416356,0.9538387632859422,0.08058381154574223,0.15449597874952004,0.9251262962005671
9,0.4269225545675195,0.07749698455024989,0.9979992633202063,0.4435997202963996,0.1357231293494887,0.9300517588106749,0.7249477243351632,0.5022521326921044,0.6185992704923035,0.31491018357648637,0.29939429022561836,0.12000204935256387,0.00014613591649315083,0.02604434284801027,0.967059467053124,0.19345047820043948,0.17754469583306565,0.963521341271227,0.5987671711369387,0.056301691406752896
10,0.9973383778503088,0.06051020806584839,0.5922317866327496,0.8828969377008672,0.9858876564759621,0.641423736255709,0.12313371614825319,0.09946628865968099,0.7013455356783198,0.08606802066087449,0.3442279328521656,0.7660202380839484,0.39234384243734033,0.728551739280653,0.020463923752861102,0.34205314651729735,0.14895306762960292,0.9857453243648274,0.19583707023467123,0.5015292464849153
11,0.10271748935982772,0.213180482671957,0.5681552575287555,0.18662007353699583,0.7132913539006446,0.8776388266493033,0.7653207236130102,0.11136423615729119,0.8480142421053292,0.028577687009118335,0.9262833962863719,0.01766951449971077,0.8942138709429756,0.5564725793800326,0.9964303815756033,0.5825370460939073,0.2165667929757319,0.9538521502761635,0.9668632902657303,0.31187228475831785
